,FileName,angry,sad,neutral,happy,EmoAct,EmoVal,SpkrID,Gender,Split_Set,dominant_emotion
2598,MSP-IMPROV-S04A-F03-P-MF16.wav,0.016667,0.016667,0.763333,0.203333,0.15000000000000002,0.55,3,Female,Development,neutral
2599,MSP-IMPROV-S04A-F03-S-FM01.wav,0.483333,0.25,0.25,0.016667,0.58333325,0.29166675,3,Female,Development,angry
2600,MSP-IMPROV-S04A-F03-S-FM02.wav,0.016667,0.203333,0.203333,0.576667,0.44999999999999996,0.4,3,Female,Development,happy
2601,MSP-IMPROV-S04A-F03-S-FM03.wav,0.763333,0.016667,0.016667,0.203333,0.7,0.30000000000000004,3,Female,Development,angry
2603,MSP-IMPROV-S04A-F03-S-FM05.wav,0.39,0.203333,0.203333,0.203333,0.44999999999999996,0.25,3,Female,Development,angry
2604,MSP-IMPROV-S04A-F03-S-FM06.wav,0.95,0.016667,0.016667,0.016667,0.6,0.09999999999999998,3,Female,Development,angry
2605,MSP-IMPROV-S04A-F03-S-FM07.wav,0.763333,0.016667,0.203333,0.016667,0.7,0.2,3,Female,Development,angry
2606,MSP-IMPROV-S04A-F03-S-MF01.wav,0.016667,0.016667,0.203333,0.763333,0.55,0.7,3,Female,Development,happy
2607,MSP-IMPROV-S04A-F03-S-MF02.wav,0.016667,0.016667,0.25,0.716667,0.4,0.8,3,Female,Development,happy
2609,MSP-IMPROV-S04A-F03-S-MF04.wav,0.016667,0.016667,0.203333,0.763333,0.35,0.75,3,Female,Development,happy
2610,MSP-IMPROV-S04A-F03-S-MF05.wav,0.016667,0.016667,0.95,0.016667,0.4,0.5,3,Female,Development,neutral
2611,MSP-IMPROV-S04A-F03-S-MF06.wav,0.016667,0.203333,0.763333,0.016667,0.35,0.44999999999999996,3,Female,Development,neutral
2613,MSP-IMPROV-S04A-F03-S-MF08.wav,0.016667,0.016667,0.638889,0.327778,0.46428575000000005,0.5714285,3,Female,Development,neutral
2614,MSP-IMPROV-S04A-F03-S-MF09.wav,0.016667,0.016667,0.95,0.016667,0.44999999999999996,0.5,3,Female,Development,neutral
2615,MSP-IMPROV-S04A-F03-S-MF10.wav,0.016667,0.016667,0.95,0.016667,0.4,0.35,3,Female,Development,neutral
2616,MSP-IMPROV-S04A-F03-T-FM01.wav,0.461111,0.194444,0.327778,0.016667,0.46428575000000005,0.22321425,3,Female,Development,angry
2617,MSP-IMPROV-S04A-F03-T-FM02.wav,0.688667,0.203333,0.091333,0.016667,0.52777775,0.22222225,3,Female,Development,angry
2618,MSP-IMPROV-S04A-F04-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.5,0.75,4,Female,Test,happy
2620,MSP-IMPROV-S04A-F04-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.29166675,0.5,4,Female,Test,neutral
2621,MSP-IMPROV-S04A-F04-T-FM01.wav,0.483333,0.116667,0.383333,0.016667,0.46969700000000003,0.31060600000000005,4,Female,Test,angry
2650,MSP-IMPROV-S04A-M03-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.35,0.75,3,Male,Development,happy
2651,MSP-IMPROV-S04A-M03-P-MF01.wav,0.172222,0.016667,0.016667,0.794444,0.33333325,0.66666675,3,Male,Development,happy
2652,MSP-IMPROV-S04A-M03-P-MF02.wav,0.39,0.016667,0.576667,0.016667,0.25,0.55,3,Male,Development,neutral
2653,MSP-IMPROV-S04A-M03-P-MF03.wav,0.016667,0.016667,0.763333,0.203333,0.25,0.55,3,Male,Development,neutral
2654,MSP-IMPROV-S04A-M03-P-MF04.wav,0.016667,0.016667,0.016667,0.95,0.25,0.65,3,Male,Development,happy
2655,MSP-IMPROV-S04A-M03-P-MF05.wav,0.016667,0.016667,0.016667,0.95,0.55,0.8999999999999999,3,Male,Development,happy
2656,MSP-IMPROV-S04A-M03-P-MF06.wav,0.016667,0.016667,0.576667,0.39,0.4,0.6,3,Male,Development,neutral
2657,MSP-IMPROV-S04A-M03-P-MF07.wav,0.016667,0.016667,0.016667,0.95,0.5,0.8,3,Male,Development,happy
2659,MSP-IMPROV-S04A-M03-P-MF09.wav,0.203333,0.203333,0.016667,0.576667,0.15000000000000002,0.6,3,Male,Development,happy
2660,MSP-IMPROV-S04A-M03-P-MF10.wav,0.016667,0.016667,0.576667,0.39,0.15000000000000002,0.6,3,Male,Development,neutral
2661,MSP-IMPROV-S04A-M03-P-MF11.wav,0.016667,0.016667,0.203333,0.763333,0.30000000000000004,0.75,3,Male,Development,happy
2662,MSP-IMPROV-S04A-M03-P-MF12.wav,0.016667,0.016667,0.016667,0.95,0.45833325,0.7916667500000001,3,Male,Development,happy
2663,MSP-IMPROV-S04A-M03-P-MF13.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.44999999999999996,3,Male,Development,neutral
2664,MSP-IMPROV-S04A-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.35,0.44999999999999996,3,Male,Development,neutral
2665,MSP-IMPROV-S04A-M03-S-FM02.wav,0.016667,0.016667,0.95,0.016667,0.35,0.6,3,Male,Development,neutral
2666,MSP-IMPROV-S04A-M03-S-FM03.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.8500000000000001,3,Male,Development,happy
2667,MSP-IMPROV-S04A-M03-S-FM04.wav,0.016667,0.016667,0.95,0.016667,0.25,0.45833325,3,Male,Development,neutral
2668,MSP-IMPROV-S04A-M03-S-FM05.wav,0.016667,0.016667,0.39,0.576667,0.25,0.75,3,Male,Development,happy
2669,MSP-IMPROV-S04A-M03-S-FM06.wav,0.016667,0.016667,0.39,0.576667,0.44999999999999996,0.7,3,Male,Development,happy
2670,MSP-IMPROV-S04A-M03-S-FM07.wav,0.016667,0.016667,0.95,0.016667,0.4,0.5,3,Male,Development,neutral
2671,MSP-IMPROV-S04A-M03-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.25,0.55,3,Male,Development,neutral
2674,MSP-IMPROV-S04A-M03-S-MF04.wav,0.016667,0.016667,0.763333,0.203333,0.15000000000000002,0.55,3,Male,Development,neutral
2676,MSP-IMPROV-S04A-M03-S-MF06.wav,0.016667,0.016667,0.95,0.016667,0.25,0.4285715,3,Male,Development,neutral
2677,MSP-IMPROV-S04A-M03-S-MF07.wav,0.416667,0.016667,0.55,0.016667,0.35714274999999995,0.3214285,3,Male,Development,neutral
2678,MSP-IMPROV-S04A-M03-S-MF08.wav,0.15,0.15,0.683333,0.016667,0.21428575,0.39285725000000005,3,Male,Development,neutral
2679,MSP-IMPROV-S04A-M03-S-MF09.wav,0.203333,0.016667,0.763333,0.016667,0.2,0.44999999999999996,3,Male,Development,neutral
2680,MSP-IMPROV-S04A-M03-S-MF10.wav,0.172222,0.016667,0.794444,0.016667,0.28125,0.40625,3,Male,Development,neutral
2681,MSP-IMPROV-S04A-M03-T-MF01.wav,0.016667,0.075,0.891667,0.016667,0.36764699999999995,0.514706,3,Male,Development,neutral
2682,MSP-IMPROV-S04A-M04-P-FM01.wav,0.016667,0.203333,0.763333,0.016667,0.25,0.41666675,4,Male,Test,neutral
2683,MSP-IMPROV-S04A-M04-P-MF01.wav,0.016667,0.55,0.283333,0.15,0.21428575,0.3214285,4,Male,Test,sad
2684,MSP-IMPROV-S04A-M04-S-FM01.wav,0.327778,0.016667,0.638889,0.016667,0.5,0.4,4,Male,Test,neutral
2685,MSP-IMPROV-S04A-M04-S-MF01.wav,0.95,0.016667,0.016667,0.016667,0.75,0.15000000000000002,4,Male,Test,angry
2686,MSP-IMPROV-S04A-M04-T-MF01.wav,0.917816,0.048851,0.016667,0.016667,0.5948275,0.1810345,4,Male,Test,angry
2720,MSP-IMPROV-S04H-F03-P-FM01.wav,0.016667,0.016667,0.638889,0.327778,0.33333325,0.58333325,3,Female,Development,neutral
2721,MSP-IMPROV-S04H-F03-P-FM02.wav,0.016667,0.016667,0.638889,0.327778,0.5,0.58333325,3,Female,Development,neutral
2722,MSP-IMPROV-S04H-F03-P-FM03.wav,0.016667,0.016667,0.016667,0.95,0.58333325,0.70833325,3,Female,Development,happy
2723,MSP-IMPROV-S04H-F03-P-FM04.wav,0.016667,0.016667,0.172222,0.794444,0.75,0.7916667500000001,3,Female,Development,happy
2724,MSP-IMPROV-S04H-F03-P-FM05.wav,0.016667,0.016667,0.016667,0.95,0.7916667500000001,0.9583332499999999,3,Female,Development,happy
2725,MSP-IMPROV-S04H-F03-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.4,0.7,3,Female,Development,happy
2726,MSP-IMPROV-S04H-F03-P-MF02.wav,0.016667,0.016667,0.016667,0.95,0.55,0.75,3,Female,Development,happy
2727,MSP-IMPROV-S04H-F03-P-MF03.wav,0.016667,0.016667,0.327778,0.638889,0.5,0.625,3,Female,Development,happy
2728,MSP-IMPROV-S04H-F03-P-MF04.wav,0.016667,0.016667,0.172222,0.794444,0.20833325000000003,0.70833325,3,Female,Development,happy
2729,MSP-IMPROV-S04H-F03-P-MF05.wav,0.016667,0.016667,0.172222,0.794444,0.54166675,0.58333325,3,Female,Development,happy
2730,MSP-IMPROV-S04H-F03-P-MF06.wav,0.016667,0.016667,0.016667,0.95,0.89285725,0.9285715000000001,3,Female,Development,happy
2731,MSP-IMPROV-S04H-F03-P-MF07.wav,0.016667,0.016667,0.016667,0.95,0.8333332499999999,0.9166667500000001,3,Female,Development,happy
2732,MSP-IMPROV-S04H-F03-P-MF08.wav,0.016667,0.016667,0.016667,0.95,0.55,0.65,3,Female,Development,happy
2733,MSP-IMPROV-S04H-F03-S-FM01.wav,0.25,0.016667,0.716667,0.016667,0.45833325,0.41666675,3,Female,Development,neutral
2734,MSP-IMPROV-S04H-F03-S-FM02.wav,0.15,0.016667,0.15,0.683333,0.77777775,0.638889,3,Female,Development,happy
2736,MSP-IMPROV-S04H-F03-S-FM04.wav,0.016667,0.016667,0.638889,0.327778,0.55,0.55,3,Female,Development,neutral
2737,MSP-IMPROV-S04H-F03-S-FM05.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8,3,Female,Development,happy
2738,MSP-IMPROV-S04H-F03-S-FM06.wav,0.172222,0.016667,0.327778,0.483333,0.41666675,0.625,3,Female,Development,happy
2739,MSP-IMPROV-S04H-F03-S-FM07.wav,0.016667,0.016667,0.95,0.016667,0.53125,0.5,3,Female,Development,neutral
2740,MSP-IMPROV-S04H-F03-S-FM08.wav,0.203333,0.016667,0.016667,0.763333,0.7,0.65,3,Female,Development,happy
2741,MSP-IMPROV-S04H-F03-S-FM09.wav,0.016667,0.016667,0.203333,0.763333,0.70833325,0.625,3,Female,Development,happy
2742,MSP-IMPROV-S04H-F03-S-FM10.wav,0.25,0.016667,0.483333,0.25,0.6,0.44999999999999996,3,Female,Development,neutral
2743,MSP-IMPROV-S04H-F03-S-MF01.wav,0.39,0.016667,0.576667,0.016667,0.55,0.35,3,Female,Development,neutral
2744,MSP-IMPROV-S04H-F03-S-MF02.wav,0.15,0.15,0.683333,0.016667,0.38888900000000004,0.41666675,3,Female,Development,neutral
2745,MSP-IMPROV-S04H-F03-S-MF03.wav,0.816667,0.016667,0.15,0.016667,0.64285725,0.10714275000000001,3,Female,Development,angry
2746,MSP-IMPROV-S04H-F03-S-MF04.wav,0.016667,0.016667,0.95,0.016667,0.20833325000000003,0.5,3,Female,Development,neutral
2747,MSP-IMPROV-S04H-F03-S-MF05.wav,0.016667,0.016667,0.95,0.016667,0.2,0.44999999999999996,3,Female,Development,neutral
2748,MSP-IMPROV-S04H-F03-S-MF06.wav,0.016667,0.016667,0.016667,0.95,0.5,0.8,3,Female,Development,happy
2749,MSP-IMPROV-S04H-F03-T-FM01.wav,0.356061,0.059091,0.313636,0.271212,0.57258075,0.45161300000000004,3,Female,Development,angry
2750,MSP-IMPROV-S04H-F04-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.8,4,Female,Test,happy
2751,MSP-IMPROV-S04H-F04-S-FM01.wav,0.016667,0.016667,0.016667,0.95,0.75,0.875,4,Female,Test,happy
2752,MSP-IMPROV-S04H-F04-S-FM02.wav,0.016667,0.016667,0.016667,0.95,0.71428575,0.9285715000000001,4,Female,Test,happy
2753,MSP-IMPROV-S04H-F04-S-MF01.wav,0.172222,0.794444,0.016667,0.016667,0.16666674999999997,0.125,4,Female,Test,sad
2754,MSP-IMPROV-S04H-F04-S-MF02.wav,0.016667,0.203333,0.576667,0.203333,0.15000000000000002,0.4,4,Female,Test,neutral
2755,MSP-IMPROV-S04H-F04-T-FM01.wav,0.016667,0.016667,0.048851,0.917816,0.4827585,0.7931035,4,Female,Test,happy
2795,MSP-IMPROV-S04H-M03-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.5,0.8333332499999999,3,Male,Development,happy
2796,MSP-IMPROV-S04H-M03-P-FM02.wav,0.016667,0.016667,0.016667,0.95,0.75,0.95,3,Male,Development,happy
2797,MSP-IMPROV-S04H-M03-P-FM03.wav,0.016667,0.016667,0.016667,0.95,0.5,0.7857142500000001,3,Male,Development,happy
2798,MSP-IMPROV-S04H-M03-P-FM04.wav,0.016667,0.016667,0.016667,0.95,0.66666675,0.9583332499999999,3,Male,Development,happy
2799,MSP-IMPROV-S04H-M03-P-MF01.wav,0.016667,0.016667,0.203333,0.763333,0.625,0.7916667500000001,3,Male,Development,happy
2800,MSP-IMPROV-S04H-M03-P-MF02.wav,0.016667,0.016667,0.203333,0.763333,0.5,0.75,3,Male,Development,happy
2801,MSP-IMPROV-S04H-M03-P-MF03.wav,0.016667,0.016667,0.327778,0.638889,0.33333325,0.70833325,3,Male,Development,happy
2802,MSP-IMPROV-S04H-M03-P-MF04.wav,0.016667,0.016667,0.203333,0.763333,0.55,0.44999999999999996,3,Male,Development,happy
2803,MSP-IMPROV-S04H-M03-P-MF05.wav,0.016667,0.016667,0.016667,0.95,0.6,0.8500000000000001,3,Male,Development,happy
2804,MSP-IMPROV-S04H-M03-P-MF06.wav,0.016667,0.016667,0.016667,0.95,0.625,0.875,3,Male,Development,happy
2805,MSP-IMPROV-S04H-M03-S-FM01.wav,0.716667,0.016667,0.25,0.016667,0.4,0.35,3,Male,Development,angry
2806,MSP-IMPROV-S04H-M03-S-FM02.wav,0.016667,0.016667,0.327778,0.638889,0.375,0.66666675,3,Male,Development,happy
2808,MSP-IMPROV-S04H-M03-S-FM04.wav,0.016667,0.016667,0.39,0.576667,0.25,0.55,3,Male,Development,happy
2810,MSP-IMPROV-S04H-M03-S-FM06.wav,0.016667,0.016667,0.172222,0.794444,0.33333325,0.75,3,Male,Development,happy
2811,MSP-IMPROV-S04H-M03-S-FM07.wav,0.016667,0.016667,0.327778,0.638889,0.55,0.8,3,Male,Development,happy
2813,MSP-IMPROV-S04H-M03-S-MF02.wav,0.203333,0.016667,0.016667,0.763333,0.75,0.8999999999999999,3,Male,Development,happy
2814,MSP-IMPROV-S04H-M03-S-MF03.wav,0.016667,0.016667,0.016667,0.95,0.5,0.8500000000000001,3,Male,Development,happy
2815,MSP-IMPROV-S04H-M03-S-MF04.wav,0.016667,0.016667,0.39,0.576667,0.58333325,0.70833325,3,Male,Development,happy
2816,MSP-IMPROV-S04H-M03-S-MF05.wav,0.016667,0.016667,0.016667,0.95,0.5,0.8500000000000001,3,Male,Development,happy
2817,MSP-IMPROV-S04H-M03-S-MF06.wav,0.016667,0.016667,0.203333,0.763333,0.29166675,0.66666675,3,Male,Development,happy
2818,MSP-IMPROV-S04H-M03-S-MF07.wav,0.016667,0.016667,0.016667,0.95,0.54166675,0.75,3,Male,Development,happy
2819,MSP-IMPROV-S04H-M03-T-MF01.wav,0.016667,0.016667,0.55404,0.412626,0.29545449999999995,0.6439395,3,Male,Development,neutral
2820,MSP-IMPROV-S04H-M04-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.2,0.4,4,Male,Test,neutral
2821,MSP-IMPROV-S04H-M04-S-FM01.wav,0.763333,0.016667,0.016667,0.203333,0.55,0.2,4,Male,Test,angry
2822,MSP-IMPROV-S04H-M04-S-FM02.wav,0.016667,0.016667,0.016667,0.95,0.70833325,0.875,4,Male,Test,happy
2823,MSP-IMPROV-S04H-M04-S-MF01.wav,0.016667,0.25,0.25,0.483333,0.55,0.4,4,Male,Test,happy
2824,MSP-IMPROV-S04H-M04-S-MF02.wav,0.016667,0.016667,0.016667,0.95,0.5,0.70833325,4,Male,Test,happy
2825,MSP-IMPROV-S04H-M04-S-MF03.wav,0.016667,0.016667,0.95,0.016667,0.33333325,0.45833325,4,Male,Test,neutral
2826,MSP-IMPROV-S04H-M04-T-MF01.wav,0.12037,0.016667,0.483333,0.37963,0.58333325,0.5714285,4,Male,Test,neutral
2870,MSP-IMPROV-S04N-F03-P-FM01.wav,0.016667,0.016667,0.794444,0.172222,0.33333325,0.54166675,3,Female,Development,neutral
2871,MSP-IMPROV-S04N-F03-P-MF01.wav,0.016667,0.172222,0.794444,0.016667,0.041666749999999975,0.54166675,3,Female,Development,neutral
2872,MSP-IMPROV-S04N-F03-S-FM01.wav,0.016667,0.016667,0.016667,0.95,0.6785715,0.8214284999999999,3,Female,Development,happy
2873,MSP-IMPROV-S04N-F03-S-FM02.wav,0.016667,0.016667,0.016667,0.95,0.5,0.8,3,Female,Development,happy
2874,MSP-IMPROV-S04N-F03-S-FM03.wav,0.016667,0.016667,0.576667,0.39,0.35,0.65,3,Female,Development,neutral
2875,MSP-IMPROV-S04N-F03-S-FM04.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.35,3,Female,Development,neutral
2876,MSP-IMPROV-S04N-F03-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.35,0.4,3,Female,Development,neutral
2877,MSP-IMPROV-S04N-F03-S-MF02.wav,0.016667,0.016667,0.016667,0.95,0.5,0.75,3,Female,Development,happy
2878,MSP-IMPROV-S04N-F03-S-MF03.wav,0.15,0.016667,0.55,0.283333,0.21875,0.5,3,Female,Development,neutral
2879,MSP-IMPROV-S04N-F03-T-FM01.wav,0.39,0.166,0.427333,0.016667,0.44117649999999997,0.27941174999999996,3,Female,Development,neutral
2880,MSP-IMPROV-S04N-F04-P-FM01.wav,0.203333,0.016667,0.016667,0.763333,0.5,0.8500000000000001,4,Female,Test,happy
2881,MSP-IMPROV-S04N-F04-P-FM02.wav,0.016667,0.016667,0.576667,0.39,0.2,0.7,4,Female,Test,neutral
2882,MSP-IMPROV-S04N-F04-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.33333325,0.54166675,4,Female,Test,happy
2883,MSP-IMPROV-S04N-F04-S-FM01.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.8999999999999999,4,Female,Test,happy
2884,MSP-IMPROV-S04N-F04-S-FM02.wav,0.016667,0.016667,0.016667,0.95,0.25,0.8500000000000001,4,Female,Test,happy
2885,MSP-IMPROV-S04N-F04-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.8999999999999999,4,Female,Test,happy
2886,MSP-IMPROV-S04N-F04-S-MF02.wav,0.016667,0.016667,0.39,0.576667,0.2,0.75,4,Female,Test,happy
2887,MSP-IMPROV-S04N-F04-T-FM01.wav,0.016667,0.016667,0.651333,0.315333,0.27,0.59,4,Female,Test,neutral
2929,MSP-IMPROV-S04N-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.3214285,0.5,3,Male,Development,neutral
2930,MSP-IMPROV-S04N-M03-S-FM02.wav,0.016667,0.016667,0.576667,0.39,0.35,0.55,3,Male,Development,neutral
2931,MSP-IMPROV-S04N-M03-S-FM03.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.8,3,Male,Development,happy
2932,MSP-IMPROV-S04N-M03-S-FM04.wav,0.016667,0.016667,0.203333,0.763333,0.30000000000000004,0.65,3,Male,Development,happy
2933,MSP-IMPROV-S04N-M03-S-MF01.wav,0.016667,0.016667,0.794444,0.172222,0.20833325000000003,0.54166675,3,Male,Development,neutral
2934,MSP-IMPROV-S04N-M03-S-MF02.wav,0.016667,0.016667,0.763333,0.203333,0.2,0.65,3,Male,Development,neutral
2935,MSP-IMPROV-S04N-M03-T-MF01.wav,0.044949,0.044949,0.242929,0.667172,0.31818175000000004,0.63636375,3,Male,Development,happy
2936,MSP-IMPROV-S04N-M04-P-FM01.wav,0.016667,0.203333,0.576667,0.203333,0.25,0.44999999999999996,4,Male,Test,neutral
2937,MSP-IMPROV-S04N-M04-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.2,0.5,4,Male,Test,neutral
2938,MSP-IMPROV-S04N-M04-P-FM03.wav,0.016667,0.016667,0.794444,0.172222,0.25,0.5,4,Male,Test,neutral
2939,MSP-IMPROV-S04N-M04-P-FM04.wav,0.016667,0.016667,0.794444,0.172222,0.14285725,0.5714285,4,Male,Test,neutral
2940,MSP-IMPROV-S04N-M04-S-FM01.wav,0.016667,0.016667,0.203333,0.763333,0.44999999999999996,0.8,4,Male,Test,happy
2941,MSP-IMPROV-S04N-M04-S-FM02.wav,0.016667,0.016667,0.6,0.366667,0.28125,0.625,4,Male,Test,neutral
2942,MSP-IMPROV-S04N-M04-S-FM03.wav,0.016667,0.016667,0.172222,0.794444,0.33333325,0.7916667500000001,4,Male,Test,happy
2943,MSP-IMPROV-S04N-M04-S-MF01.wav,0.016667,0.016667,0.576667,0.39,0.30000000000000004,0.7,4,Male,Test,neutral
2944,MSP-IMPROV-S04N-M04-T-MF01.wav,0.057246,0.097826,0.828261,0.016667,0.43478249999999996,0.45652174999999995,4,Male,Test,neutral
2995,MSP-IMPROV-S04S-F03-P-FM01.wav,0.016667,0.203333,0.763333,0.016667,0.2,0.44999999999999996,3,Female,Development,neutral
2996,MSP-IMPROV-S04S-F03-P-MF01.wav,0.016667,0.576667,0.016667,0.39,0.30000000000000004,0.6,3,Female,Development,sad
2997,MSP-IMPROV-S04S-F03-P-MF02.wav,0.016667,0.203333,0.763333,0.016667,0.15000000000000002,0.44999999999999996,3,Female,Development,neutral
2998,MSP-IMPROV-S04S-F03-P-MF03.wav,0.016667,0.39,0.576667,0.016667,0.09999999999999998,0.35,3,Female,Development,neutral
2999,MSP-IMPROV-S04S-F03-P-MF04.wav,0.016667,0.172222,0.794444,0.016667,0.375,0.41666675,3,Female,Development,neutral
3000,MSP-IMPROV-S04S-F03-P-MF05.wav,0.016667,0.327778,0.638889,0.016667,0.25,0.41666675,3,Female,Development,neutral
3001,MSP-IMPROV-S04S-F03-P-MF06.wav,0.016667,0.016667,0.327778,0.638889,0.20833325000000003,0.625,3,Female,Development,happy
3002,MSP-IMPROV-S04S-F03-P-MF07.wav,0.016667,0.016667,0.203333,0.763333,0.5,0.75,3,Female,Development,happy
3003,MSP-IMPROV-S04S-F03-P-MF08.wav,0.016667,0.016667,0.016667,0.95,0.58333325,0.7916667500000001,3,Female,Development,happy
3004,MSP-IMPROV-S04S-F03-P-MF09.wav,0.016667,0.016667,0.016667,0.95,0.41666675,0.9166667500000001,3,Female,Development,happy
3005,MSP-IMPROV-S04S-F03-P-MF10.wav,0.016667,0.016667,0.016667,0.95,0.66666675,0.7916667500000001,3,Female,Development,happy
3006,MSP-IMPROV-S04S-F03-P-MF11.wav,0.016667,0.016667,0.203333,0.763333,0.65,0.8500000000000001,3,Female,Development,happy
3007,MSP-IMPROV-S04S-F03-P-MF12.wav,0.016667,0.203333,0.763333,0.016667,0.5,0.4,3,Female,Development,neutral
3008,MSP-IMPROV-S04S-F03-S-FM01.wav,0.327778,0.638889,0.016667,0.016667,0.53571425,0.14285725,3,Female,Development,sad
3009,MSP-IMPROV-S04S-F03-S-MF01.wav,0.016667,0.283333,0.683333,0.016667,0.35714274999999995,0.39285725000000005,3,Female,Development,neutral
3010,MSP-IMPROV-S04S-F03-S-MF02.wav,0.016667,0.172222,0.794444,0.016667,0.125,0.54166675,3,Female,Development,neutral
3011,MSP-IMPROV-S04S-F03-T-FM01.wav,0.15,0.727778,0.105556,0.016667,0.40384624999999996,0.22115374999999998,3,Female,Development,sad
3012,MSP-IMPROV-S04S-F04-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.5,0.75,4,Female,Test,happy
3013,MSP-IMPROV-S04S-F04-P-MF02.wav,0.016667,0.016667,0.016667,0.95,0.3055555,0.66666675,4,Female,Test,happy
3014,MSP-IMPROV-S04S-F04-P-MF03.wav,0.016667,0.016667,0.016667,0.95,0.70833325,0.9166667500000001,4,Female,Test,happy
3015,MSP-IMPROV-S04S-F04-S-FM01.wav,0.016667,0.95,0.016667,0.016667,0.25,0.08333325000000003,4,Female,Test,sad
3016,MSP-IMPROV-S04S-F04-S-FM02.wav,0.016667,0.95,0.016667,0.016667,0.44999999999999996,0.2,4,Female,Test,sad
3017,MSP-IMPROV-S04S-F04-S-MF01.wav,0.016667,0.763333,0.203333,0.016667,0.15000000000000002,0.4,4,Female,Test,sad
3018,MSP-IMPROV-S04S-F04-T-FM01.wav,0.016667,0.95,0.016667,0.016667,0.32258074999999997,0.217742,4,Female,Test,sad
3057,MSP-IMPROV-S04S-M03-P-FM01.wav,0.016667,0.016667,0.203333,0.763333,0.30000000000000004,0.7,3,Male,Development,happy
3058,MSP-IMPROV-S04S-M03-P-MF01.wav,0.15,0.016667,0.816667,0.016667,0.21428575,0.46428575000000005,3,Male,Development,neutral
3060,MSP-IMPROV-S04S-M03-P-MF03.wav,0.016667,0.39,0.576667,0.016667,0.04999999999999999,0.30000000000000004,3,Male,Development,neutral
3061,MSP-IMPROV-S04S-M03-P-MF04.wav,0.016667,0.016667,0.816667,0.15,0.1785715,0.53571425,3,Male,Development,neutral
3062,MSP-IMPROV-S04S-M03-P-MF05.wav,0.016667,0.016667,0.39,0.576667,0.15000000000000002,0.65,3,Male,Development,happy
3063,MSP-IMPROV-S04S-M03-P-MF06.wav,0.016667,0.016667,0.016667,0.95,0.4,0.8999999999999999,3,Male,Development,happy
3064,MSP-IMPROV-S04S-M03-P-MF07.wav,0.172222,0.016667,0.483333,0.327778,0.125,0.625,3,Male,Development,neutral
3065,MSP-IMPROV-S04S-M03-P-MF08.wav,0.016667,0.016667,0.431481,0.535185,0.27777775000000005,0.66666675,3,Male,Development,happy
3066,MSP-IMPROV-S04S-M03-P-MF09.wav,0.016667,0.016667,0.576667,0.39,0.4,0.8,3,Male,Development,neutral
3067,MSP-IMPROV-S04S-M03-P-MF10.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.8,3,Male,Development,happy
3068,MSP-IMPROV-S04S-M03-S-FM01.wav,0.016667,0.203333,0.763333,0.016667,0.0,0.4,3,Male,Development,neutral
3069,MSP-IMPROV-S04S-M03-S-MF01.wav,0.203333,0.203333,0.576667,0.016667,0.25,0.44999999999999996,3,Male,Development,neutral
3070,MSP-IMPROV-S04S-M03-S-MF02.wav,0.25,0.483333,0.25,0.016667,0.2,0.25,3,Male,Development,sad
3071,MSP-IMPROV-S04S-M03-T-MF01.wav,0.016667,0.278,0.688667,0.016667,0.2314815,0.425926,3,Male,Development,neutral
3072,MSP-IMPROV-S04S-M03-T-MF02.wav,0.065789,0.60614,0.311404,0.016667,0.28571424999999995,0.30952375,3,Male,Development,sad
3073,MSP-IMPROV-S04S-M04-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.5,0.8,4,Male,Test,happy
3074,MSP-IMPROV-S04S-M04-P-MF01.wav,0.016667,0.016667,0.203333,0.763333,0.375,0.625,4,Male,Test,happy
3076,MSP-IMPROV-S04S-M04-P-MF03.wav,0.016667,0.016667,0.763333,0.203333,0.30000000000000004,0.55,4,Male,Test,neutral
3077,MSP-IMPROV-S04S-M04-P-MF04.wav,0.016667,0.55,0.416667,0.016667,0.1785715,0.35714274999999995,4,Male,Test,sad
3078,MSP-IMPROV-S04S-M04-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.29166675,0.375,4,Male,Test,neutral
